palabra,nlet,acen,ace_i,ace_f,voc,v_op,v_cl,repet,cons,p_alin,p_cons,v_ini,v_fin,cont_e,cont_a,cont_o,cont_s,cont_r,cont_n,cont_j,cont_m,cont_k,cont_w,propio
Heriberto,9,0,0,0,4,1,3,0,5,6,-2,0,1,2,0,1,0,2,0,0,0,0,0,1.0
Hilarión,8,1,0,1,4,2,2,0,4,5,2,0,0,0,1,0,0,1,1,0,0,0,0,1.0
Hildegarda,10,0,0,0,4,1,3,0,6,5,-5,0,1,1,2,0,0,1,0,0,0,0,0,1.0
Homero,6,0,0,0,3,0,3,0,3,5,3,0,1,1,0,2,0,1,0,0,1,0,0,1.0
Honorato,8,0,0,0,4,0,4,0,4,7,4,0,1,0,1,3,0,1,1,0,0,0,0,1.0
Honorio,7,0,0,0,4,1,3,0,3,4,9,0,1,0,0,3,0,1,1,0,0,0,0,1.0
Hugo,4,0,0,0,2,1,1,0,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1.0
Humberto,8,0,0,0,3,1,2,0,5,3,-4,0,1,1,0,1,0,1,0,0,1,0,0,1.0
Ifigenia,8,0,0,0,5,3,2,0,3,5,10,1,1,1,1,0,0,0,1,0,0,0,0,1.0
Ignacio,7,0,0,0,4,2,2,0,3,2,7,1,1,0,1,1,0,0,1,0,0,0,0,1.0
Ildefonso,9,0,0,0,4,1,3,0,5,4,-4,1,1,1,0,2,1,0,1,0,0,0,0,1.0
Inés,4,1,1,0,2,1,1,0,2,3,-2,1,0,0,0,0,1,0,1,0,0,0,0,1.0
Inmaculada,10,0,0,0,5,2,3,0,5,7,3,1,1,0,3,0,0,0,1,0,1,0,0,1.0
Inocencio,9,0,0,0,5,2,3,0,4,4,6,1,1,1,0,2,0,0,2,0,0,0,0,1.0
Irene,5,0,0,0,3,1,2,0,2,4,2,1,1,2,0,0,0,1,1,0,0,0,0,1.0
Ireneo,6,0,0,0,4,1,3,0,2,3,7,1,1,2,0,1,0,1,1,0,0,0,0,1.0
Isaac,5,0,0,0,3,1,2,1,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,1.0
Isabel,6,0,0,0,3,1,2,0,3,5,-3,1,0,1,1,0,1,0,0,0,0,0,0,1.0
Isaías,6,1,1,0,4,2,2,0,2,1,3,1,0,0,2,0,2,0,0,0,0,0,0,1.0
Ismael,6,0,0,0,3,1,2,0,3,1,-1,1,0,1,1,0,1,0,0,0,1,0,0,1.0
Jacinto,7,0,0,0,3,1,2,0,4,4,-1,0,1,0,1,1,0,0,1,1,0,0,0,1.0
Jacob,5,0,0,0,2,0,2,0,3,4,-2,0,0,0,1,1,0,0,0,1,0,0,0,1.0
Jacobo,6,0,0,0,3,0,3,0,3,5,3,0,1,0,1,2,0,0,0,1,0,0,0,1.0
Jaime,5,0,0,0,3,1,2,0,2,2,4,0,1,1,1,0,0,0,0,1,1,0,0,1.0
Javier,6,0,0,0,3,1,2,0,3,3,1,0,0,1,1,0,0,1,0,1,0,0,0,1.0
Jeremías,8,1,0,1,4,1,3,0,4,5,2,0,0,2,1,0,1,1,0,1,1,0,0,1.0
Jerónimo,8,1,1,0,4,1,3,0,4,7,4,0,1,1,0,1,0,1,1,1,1,0,0,1.0
Jesús,5,1,0,1,2,1,1,0,3,4,-2,0,0,1,0,0,2,0,0,1,0,0,0,1.0
Joaquím,7,1,0,1,4,2,2,0,3,2,3,0,0,0,1,1,0,0,0,1,1,0,0,1.0
Joel,4,0,0,0,2,0,2,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.0
Jonás,5,1,0,1,2,0,2,0,3,4,-2,0,0,0,0,1,1,0,1,1,0,0,0,1.0
Jorge,5,0,0,0,2,0,2,0,3,2,0,0,1,1,0,1,0,1,0,1,0,0,0,1.0
Josafat,7,0,0,0,3,0,3,0,4,6,-3,0,0,0,2,1,1,0,0,1,0,0,0,1.0
José,4,1,0,1,2,0,2,0,2,3,2,0,1,0,0,1,1,0,0,1,0,0,0,1.0
Josué,5,1,0,1,3,1,2,0,2,2,6,0,1,0,0,1,1,0,0,1,0,0,0,1.0
Juan,4,0,0,0,2,1,1,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.0
Julián,6,1,0,1,3,2,1,0,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1.0
Justino,7,0,0,0,3,2,1,0,4,4,1,0,1,0,0,1,1,0,1,1,0,0,0,1.0
Juvenal,7,0,0,0,3,1,2,0,4,6,-3,0,0,1,1,0,0,0,1,1,0,0,0,1.0
Ladislao,8,0,0,0,4,1,3,0,4,3,6,0,1,0,2,1,1,0,0,0,0,0,0,1.0
Laura,5,0,0,0,3,1,2,0,2,2,4,0,1,0,2,0,0,1,0,0,0,0,0,1.0
Laureano,8,0,0,0,5,1,4,0,3,3,10,0,1,1,2,1,0,1,1,0,0,0,0,1.0
Lázaro,6,1,1,0,3,0,3,0,3,5,3,0,1,0,1,1,0,1,0,0,0,0,0,1.0
Leandro,7,0,0,0,3,0,3,0,4,0,-3,0,1,1,1,1,0,1,1,0,0,0,0,1.0
Leocadia,8,0,0,0,5,1,4,0,3,3,12,0,1,1,2,1,0,0,0,0,0,0,0,1.0
León,4,1,1,0,2,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0
Leonardo,8,0,0,0,4,0,4,0,4,3,0,0,1,1,1,2,0,1,1,0,0,0,0,1.0
Leoncio,7,0,0,0,4,1,3,0,3,0,7,0,1,1,0,2,0,0,1,0,0,0,0,1.0
Leonor,6,0,0,0,3,0,3,0,3,3,-1,0,0,1,0,2,0,1,1,0,0,0,0,1.0
Leopoldo,8,0,0,0,4,0,4,0,4,3,0,0,1,1,0,3,0,0,0,0,0,0,0,1.0
Lidia,5,0,0,0,3,2,1,0,2,2,6,0,1,0,1,0,0,0,0,0,0,0,0,1.0
Liduvina,8,0,0,0,4,3,1,0,4,7,4,0,1,0,1,0,0,0,1,0,0,0,0,1.0
Lino,4,0,0,0,2,1,1,0,2,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1.0
Lorenzo,7,0,0,0,3,0,3,0,4,4,-1,0,1,1,0,2,0,1,1,0,0,0,0,1.0
Lucano,6,0,0,0,3,1,2,0,3,5,3,0,1,0,1,1,0,0,1,0,0,0,0,1.0
Lucas,5,0,0,0,2,1,1,0,3,4,-2,0,0,0,1,0,1,0,0,0,0,0,0,1.0
Lucía,5,1,0,1,3,2,1,0,2,2,6,0,1,0,1,0,0,0,0,0,0,0,0,1.0
Luciano,7,0,0,0,4,2,2,0,3,4,7,0,1,0,1,1,0,0,1,0,0,0,0,1.0
Lucrecia,8,0,0,0,4,2,2,0,4,3,8,0,1,1,1,0,0,1,0,0,0,0,0,1.0
Luis,4,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Macario,7,0,0,0,4,1,3,0,3,4,9,0,1,0,2,1,0,1,0,0,1,0,0,1.0
Magdalena,9,0,0,0,4,0,4,0,5,6,2,0,1,1,3,0,0,0,1,0,1,0,0,1.0
Manuel,6,0,0,0,3,1,2,0,3,3,1,0,0,1,1,0,0,0,1,0,1,0,0,1.0
Marcelino,9,0,0,0,4,1,3,0,5,6,2,0,1,1,1,1,0,1,1,0,1,0,0,1.0
Marcelo,7,0,0,0,3,0,3,0,4,4,1,0,1,1,1,1,0,1,0,0,1,0,0,1.0
Marcial,7,0,0,0,3,1,2,0,4,2,-1,0,0,0,2,0,0,1,0,0,1,0,0,1.0
Marciano,8,0,0,0,4,1,3,0,4,3,6,0,1,0,2,1,0,1,1,0,1,0,0,1.0
Marcos,6,0,0,0,2,0,2,0,4,3,-5,0,0,0,1,1,1,1,0,0,1,0,0,1.0
Margarita,9,0,0,0,4,1,3,0,5,6,2,0,1,0,3,0,0,2,0,0,1,0,0,1.0
María,5,1,0,1,3,1,2,0,2,2,6,0,1,0,2,0,0,1,0,0,1,0,0,1.0
Mariano,7,0,0,0,4,1,3,0,3,4,7,0,1,0,2,1,0,1,1,0,1,0,0,1.0
Marina,6,0,0,0,3,1,2,0,3,5,3,0,1,0,2,0,0,1,1,0,1,0,0,1.0
Mario,5,0,0,0,3,1,2,0,2,2,6,0,1,0,1,1,0,1,0,0,1,0,0,1.0
Marta,5,0,0,0,2,0,2,0,3,2,0,0,1,0,2,0,0,1,0,0,1,0,0,1.0
Martín,6,1,0,1,2,1,1,0,4,3,-5,0,0,0,1,0,0,1,1,0,1,0,0,1.0
Mateo,5,0,0,0,3,0,3,0,2,2,6,0,1,1,1,1,0,0,0,0,1,0,0,1.0
Matías,6,1,1,0,3,1,2,0,3,3,1,0,0,0,2,0,1,0,0,0,1,0,0,1.0
Matilde,7,0,0,0,3,1,2,0,4,4,-1,0,1,1,1,0,0,0,0,0,1,0,0,1.0
Mauricio,8,0,0,0,5,3,2,0,3,3,12,0,1,0,1,1,0,1,0,0,1,0,0,1.0
Maximiliano,11,0,0,0,6,3,3,0,5,8,13,0,1,0,2,1,0,0,1,0,2,0,0,1.0
Melchor,7,0,0,0,2,0,2,0,5,2,-9,0,0,1,0,1,0,1,0,0,1,0,0,1.0
Mercedes,8,0,0,0,3,0,3,0,5,5,-6,0,0,3,0,0,1,1,0,0,1,0,0,1.0
Miguel,6,0,0,0,3,2,1,0,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0
Miqueas,7,0,0,0,4,2,2,0,3,2,5,0,0,1,1,0,1,0,0,0,1,0,0,1.0
Moisés,6,1,0,1,3,1,2,0,3,3,-1,0,0,0,0,1,2,0,0,0,1,0,0,1.0
Mónica,6,1,1,0,3,1,2,0,3,5,3,0,1,0,1,0,0,0,1,0,1,0,0,1.0
Montserrat,10,0,0,0,3,0,3,1,7,3,-17,0,0,1,1,1,1,2,1,0,1,0,0,1.0
Narciso,7,0,0,0,3,1,2,0,4,4,1,0,1,0,1,1,1,1,1,0,0,0,0,1.0
Natalia,7,0,0,0,4,1,3,0,3,4,9,0,1,0,3,0,0,0,1,0,0,0,0,1.0
Nazario,7,0,0,0,4,1,3,0,3,4,9,0,1,0,2,1,0,1,1,0,0,0,0,1.0
Nemesio,7,0,0,0,4,1,3,0,3,4,9,0,1,2,0,1,1,0,1,0,1,0,0,1.0
Nicanor,7,0,0,0,3,1,2,0,4,6,-3,0,0,0,1,1,0,1,2,0,0,0,0,1.0
Nicodemo,8,0,0,0,4,1,3,0,4,7,4,0,1,1,0,2,0,0,1,0,1,0,0,1.0
Nicolás,7,1,0,1,3,1,2,0,4,6,-3,0,0,0,0,1,1,0,1,0,0,0,0,1.0
Nicomedes,9,0,0,0,4,1,3,0,5,8,-4,0,0,2,0,1,1,0,1,0,1,0,0,1.0
Nieves,6,0,0,0,3,1,2,0,3,3,-1,0,0,2,0,0,1,0,1,0,0,0,0,1.0
Noé,3,1,0,1,2,0,2,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1.0
Norberto,8,0,0,0,3,0,3,0,5,3,-4,0,1,1,0,2,0,2,1,0,0,0,0,1.0
Octavio,7,0,0,0,4,1,3,0,3,2,7,1,1,0,1,2,0,0,0,0,0,0,0,1.0
Odón,4,1,1,0,2,0,2,0,2,3,-2,1,0,0,0,1,0,0,1,0,0,0,0,1.0
Onésimo,7,1,1,0,4,1,3,0,3,6,3,1,1,0,0,2,1,0,1,0,1,0,0,1.0
Orestes,7,0,0,0,3,0,3,0,4,4,-7,1,0,2,0,1,2,1,0,0,0,0,0,1.0
Oriol,5,0,0,0,3,1,2,0,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1.0
Óscar,5,1,1,0,2,0,2,0,3,2,-4,1,0,0,1,0,1,1,0,0,0,0,0,1.0
Oseas,5,0,0,0,3,0,3,0,2,2,0,1,0,1,1,1,2,0,0,0,0,0,0,1.0
Oswaldo,7,0,0,0,3,0,3,0,4,2,-3,1,1,0,1,2,1,0,0,0,0,0,1,1.0
Otilia,6,0,0,0,4,2,2,0,2,3,7,1,1,0,1,1,0,0,0,0,0,0,0,1.0
Oto,3,0,0,0,2,0,2,0,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,1.0
Pablo,5,0,0,0,2,0,2,0,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0
Pancracio,9,0,0,0,4,1,3,0,5,2,6,0,1,0,2,1,0,1,1,0,0,0,0,1.0
Patricio,8,0,0,0,4,2,2,0,4,3,8,0,1,0,1,1,0,1,0,0,0,0,0,1.0
Paula,5,0,0,0,3,1,2,0,2,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1.0
Pedro,5,0,0,0,2,0,2,0,3,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1.0
Petronila,9,0,0,0,4,1,3,0,5,6,2,0,1,1,1,1,0,1,1,0,0,0,0,1.0
Pío,3,1,1,0,2,1,1,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1.0
Poncio,6,0,0,0,3,1,2,0,3,1,5,0,1,0,0,2,0,0,1,0,0,0,0,1.0
Porfirio,8,0,0,0,4,2,2,0,4,3,8,0,1,0,0,2,0,2,0,0,0,0,0,1.0
Primo,5,0,0,0,2,1,1,0,3,2,2,0,1,0,0,1,0,1,0,0,1,0,0,1.0
Priscila,8,0,0,0,3,2,1,0,5,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1.0
Probo,5,0,0,0,2,0,2,0,3,2,2,0,1,0,0,2,0,1,0,0,0,0,0,1.0
Rafael,6,0,0,0,3,0,3,0,3,3,1,0,0,1,2,0,0,1,0,0,0,0,0,1.0
Raimundo,8,0,0,0,4,2,2,0,4,3,0,0,1,0,1,1,0,1,1,0,1,0,0,1.0
Ramiro,6,0,0,0,3,1,2,0,3,5,3,0,1,0,1,1,0,2,0,0,1,0,0,1.0
Ramón,5,1,0,1,2,0,2,0,3,4,-2,0,0,0,1,0,0,1,1,0,1,0,0,1.0
Raúl,4,1,1,0,2,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0
Rebeca,6,0,0,0,3,0,3,0,3,5,3,0,1,2,1,0,0,1,0,0,0,0,0,1.0
Reinaldo,8,0,0,0,4,1,3,0,4,3,0,0,1,1,1,1,0,1,1,0,0,0,0,1.0
Renato,6,0,0,0,3,0,3,0,3,5,3,0,1,1,1,1,0,1,1,0,0,0,0,1.0
Ricardo,7,0,0,0,3,1,2,0,4,4,-1,0,1,0,1,1,0,2,0,0,0,0,0,1.0
Rigoberto,9,0,0,0,4,1,3,0,5,6,-2,0,1,1,0,2,0,2,0,0,0,0,0,1.0
Rita,4,0,0,0,2,1,1,0,2,3,2,0,1,0,1,0,0,1,0,0,0,0,0,1.0
Roberto,7,0,0,0,3,0,3,0,4,4,-1,0,1,1,0,2,0,2,0,0,0,0,0,1.0
Rodrigo,7,0,0,0,3,1,2,0,4,4,1,0,1,0,0,2,0,2,0,0,0,0,0,1.0
Rogelio,7,0,0,0,4,1,3,0,3,4,9,0,1,1,0,2,0,1,0,0,0,0,0,1.0
Román,5,1,0,1,2,0,2,0,3,4,-2,0,0,0,0,1,0,1,1,0,1,0,0,1.0
Romualdo,8,0,0,0,4,1,3,0,4,3,2,0,1,0,1,2,0,1,0,0,1,0,0,1.0
Roque,5,0,0,0,3,1,2,0,2,2,6,0,1,1,0,1,0,1,0,0,0,0,0,1.0
Rosalia,7,0,0,0,4,1,3,0,3,4,9,0,1,0,2,1,1,1,0,0,0,0,0,1.0
Rosario,7,0,0,0,4,1,3,0,3,4,9,0,1,0,1,2,1,2,0,0,0,0,0,1.0
Rosendo,7,0,0,0,3,0,3,0,4,4,-1,0,1,1,0,2,1,1,1,0,0,0,0,1.0
Rufo,4,0,0,0,2,1,1,0,2,3,2,0,1,0,0,1,0,1,0,0,0,0,0,1.0
Ruperto,7,0,0,0,3,1,2,0,4,4,-1,0,1,1,0,1,0,2,0,0,0,0,0,1.0
Salomé,6,1,0,1,3,0,3,0,3,5,3,0,1,0,1,1,1,0,0,0,1,0,0,1.0
Salomón,7,1,0,1,3,0,3,0,4,6,-3,0,0,0,1,1,1,0,1,0,1,0,0,1.0
Salvador,8,0,0,0,3,0,3,0,5,5,-6,0,0,0,2,1,1,1,0,0,0,0,0,1.0
Salvio,6,0,0,0,3,1,2,0,3,1,5,0,1,0,1,1,1,0,0,0,0,0,0,1.0
Samuel,6,0,0,0,3,1,2,0,3,3,1,0,0,1,1,0,1,0,0,0,1,0,0,1.0
Sansón,6,1,0,1,2,0,2,0,4,3,-5,0,0,0,1,0,2,0,2,0,0,0,0,1.0
Santiago,8,0,0,0,4,1,3,0,4,3,6,0,1,0,2,1,1,0,1,0,0,0,0,1.0
Sara,4,0,0,0,2,0,2,0,2,3,2,0,1,0,2,0,1,1,0,0,0,0,0,1.0
Sebastián,9,1,0,1,4,1,3,0,5,4,-2,0,0,1,1,0,2,0,1,0,0,0,0,1.0
Segismundo,10,0,0,0,4,2,2,0,6,5,-7,0,1,1,0,1,2,0,1,0,1,0,0,1.0
Sergio,6,0,0,0,3,1,2,0,3,1,5,0,1,1,0,1,1,1,0,0,0,0,0,1.0
Severino,8,0,0,0,4,1,3,0,4,7,4,0,1,2,0,1,1,1,1,0,0,0,0,1.0
Simeón,6,1,0,1,3,1,2,0,3,3,1,0,0,1,0,0,1,0,1,0,1,0,0,1.0
Simón,5,1,0,1,2,1,1,0,3,4,-2,0,0,0,0,0,1,0,1,0,1,0,0,1.0
Siro,4,0,0,0,2,1,1,0,2,3,2,0,1,0,0,1,1,1,0,0,0,0,0,1.0
Sixto,5,0,0,0,2,1,1,0,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0
Sofía,5,1,0,1,3,1,2,0,2,2,6,0,1,0,1,1,1,0,0,0,0,0,0,1.0
Susana,6,0,0,0,3,1,2,0,3,5,3,0,1,0,2,0,2,0,1,0,0,0,0,1.0
Tadeo,5,0,0,0,3,0,3,0,2,2,6,0,1,1,1,1,0,0,0,0,0,0,0,1.0
Tarsicio,8,0,0,0,4,2,2,0,4,3,8,0,1,0,1,1,1,1,0,0,0,0,0,1.0
Teodora,7,0,0,0,4,0,4,0,3,4,5,0,1,1,1,2,0,1,0,0,0,0,0,1.0
Teodosia,8,0,0,0,5,1,4,0,3,3,12,0,1,1,1,2,1,0,0,0,0,0,0,1.0
Teófanes,8,1,1,0,4,0,4,0,4,5,-2,0,0,2,1,0,1,0,1,0,0,0,0,1.0
Teófila,7,1,1,0,4,1,3,0,3,4,5,0,1,1,1,0,0,0,0,0,0,0,0,1.0
Teresa,6,0,0,0,3,0,3,0,3,5,3,0,1,2,1,0,1,1,0,0,0,0,0,1.0
Timoteo,7,0,0,0,4,1,3,0,3,4,9,0,1,1,0,2,0,0,0,0,1,0,0,1.0
Tito,4,0,0,0,2,1,1,0,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1.0
Tobías,6,1,1,0,3,1,2,0,3,3,1,0,0,0,1,1,1,0,0,0,0,0,0,1.0
Tomás,5,1,0,1,2,0,2,0,3,4,-2,0,0,0,0,1,1,0,0,0,1,0,0,1.0
Toribio,7,0,0,0,4,2,2,0,3,4,9,0,1,0,0,2,0,1,0,0,0,0,0,1.0
Ubaldo,6,0,0,0,3,1,2,0,3,3,-1,1,1,0,1,1,0,0,0,0,0,0,0,1.0
Urbano,6,0,0,0,3,1,2,0,3,3,1,1,1,0,1,1,0,1,1,0,0,0,0,1.0
Úrsula,6,1,1,0,3,2,1,0,3,3,1,1,1,0,1,0,1,1,0,0,0,0,0,1.0
Valentín,8,1,0,1,3,1,2,0,5,5,-8,0,0,1,1,0,0,0,2,0,0,0,0,1.0
Valeriano,9,0,0,0,5,1,4,0,4,6,10,0,1,1,2,1,0,1,1,0,0,0,0,1.0
Velerio,7,0,0,0,4,1,3,0,3,4,9,0,1,2,0,1,0,1,0,0,0,0,0,1.0
Venancio,8,0,0,0,4,1,3,0,4,3,6,0,1,1,1,1,0,0,2,0,0,0,0,1.0
Verónica,8,1,1,0,4,1,3,0,4,7,4,0,1,1,1,0,0,1,1,0,0,0,0,1.0
Vicente,7,0,0,0,3,1,2,0,4,4,-1,0,1,2,0,0,0,0,1,0,0,0,0,1.0
Víctor,6,1,1,0,2,1,1,0,4,3,-5,0,0,0,0,1,0,1,0,0,0,0,0,1.0
Victorino,9,0,0,0,4,2,2,0,5,6,2,0,1,0,0,2,0,1,1,0,0,0,0,1.0
Victorio,8,0,0,0,4,2,2,0,4,3,8,0,1,0,0,2,0,1,0,0,0,0,0,1.0
Vidal,5,0,0,0,2,1,1,0,3,4,-2,0,0,0,1,0,0,0,0,0,0,0,0,1.0
Virgilio,8,0,0,0,4,3,1,0,4,3,8,0,1,0,0,1,0,1,0,0,0,0,0,1.0
Vladimiro,9,0,0,0,4,2,2,0,5,6,4,0,1,0,1,1,0,1,0,0,1,0,0,1.0
Wilfredo,8,0,0,0,3,1,2,0,5,3,-2,0,1,1,0,1,0,1,0,0,0,0,1,1.0
Zacarías,8,1,0,1,4,1,3,0,4,5,2,0,0,0,3,0,1,1,0,0,0,0,0,1.0
Zaqueo,6,0,0,0,4,1,3,0,2,1,11,0,1,1,1,1,0,0,0,0,0,0,0,1.0
